ai,1
angular,1
arcgis,1
bayesdb,1
bower,1
carto,1
cs,1
cypher,1
datakit,1
dbms,1
dexter,1
django,1
fabric,1
fusion,1
geojson,1
git,1
grunt,1
ilene,1
jquery,1
json,1
kml,1
leafletjs,1
neo4j,1
npm,1
ocr,1
openrefine,1
php,1
postman,1
purr,1
pyenv,1
quackbot,1
quantumgis,1
rail,1
rbenv,1
react,1
readr,1
rivescript,1
rmarkdown,1
rtweet,1
shapefile,1
shapefiles,1
svelte,1
tabula,1
tibble,1
tidyr,1
topojson,1
ubuntu,1
virtualbox,1
virtualenv,1
virtualenvwrapper,1
visidata,1
vue,1
xbuntu,1
csvkit,2
documentcloud,2
mapbox,2
matplotlib,2
node,2
postgis,2
postgresql,2
rstudio,2
ruby,2
dplyr,3
ggplot2,3
github,3
jupyter,3
qgis,3
pivot,4
pspp,4
spss,4
tableau,4
mysql,5
tidyverse,5
d3,6
html,6
panda,6
sqlite,6
javascript,10
sql,13
python,16
r,16
spreadsheet,24
excel,27
database,32
